customer_id,customer_name,customer_address,country,city,birthdate,marital_status,yearly_income,total_children,gender,education,acct_open_date,member_card,occupation,homeowner
2676,Virginia Woods,4082 Roslyn Road,Canada,Langley,11/15/1910,S,$10K - $30K,1,F,Partial High School,5/27/1992,Normal,Skilled Manual,N
2677,Jennifer Weber,451 Creed Ave,USA,Lebanon,4/13/1914,S,$50K - $70K,1,F,Bachelors Degree,1/2/1992,Bronze,Professional,Y
2678,Jennifer Spars,5109 Fawn Glen Circle,USA,Port Orchard,3/7/1919,M,$90K - $110K,1,M,Bachelors Degree,12/16/1991,Bronze,Management,Y
2679,Lorenzo Dr. Eugene Burbige,1732 Parabola,Canada,Port Hammond,4/15/1938,M,$110K - $130K,2,M,Bachelors Degree,2/4/1991,Bronze,Professional,Y
2680,Pilar Pontius,6645 Sinaloa,USA,W. Linn,4/27/1954,S,$70K - $90K,4,F,Bachelors Degree,6/17/1994,Bronze,Professional,N
2681,Patricia McCullough,6177 Ana Mile,USA,Altadena,2/8/1944,M,$150K +,4,M,Bachelors Degree,5/10/1994,Silver,Professional,Y
2682,Rafael Kovalic,1345 La Luz,USA,Yakima,8/15/1941,S,$30K - $50K,3,F,High School Degree,2/2/1991,Bronze,Manual,N
2683,Lorelei Burnett,1132 San Vincente Drive,USA,Anacortes,6/27/1939,M,$50K - $70K,1,F,Bachelors Degree,5/25/1993,Bronze,Professional,Y
2684,Brooke Mitchell,9208 St. Germain Lane,USA,Everett,1/15/1967,S,$10K - $30K,4,F,Partial High School,11/10/1990,Normal,Skilled Manual,Y
2685,Myrna Brauer,1905 Horseshoe Circle,Canada,Oak Bay,4/9/1911,S,$50K - $70K,1,M,Bachelors Degree,3/17/1990,Bronze,Professional,N
2686,Julia Zugelder,237 El Centro,USA,Lake Oswego,10/23/1925,M,$10K - $30K,0,F,Partial High School,3/19/1993,Normal,Skilled Manual,Y
2687,James Bakeman,3187 Hackamore Lane,USA,Grossmont,4/2/1960,S,$50K - $70K,5,F,Graduate Degree,7/23/1991,Normal,Professional,N
2688,Robert Jecman,1773 Royal Ann Lane,USA,Burbank,4/19/1929,M,$50K - $70K,5,F,Partial College,4/7/1992,Silver,Skilled Manual,Y
2689,John Owen,7632 Oxford Way,USA,Port Orchard,3/15/1922,S,$30K - $50K,1,M,High School Degree,2/4/1992,Bronze,Manual,Y
2690,Karen Bakkie,9127 Pinnacle Drive,USA,Bremerton,11/10/1953,M,$70K - $90K,0,F,Bachelors Degree,12/11/1991,Normal,Professional,Y
2691,Theresa Stephens,2587 Windmill Way,USA,Kirkland,10/9/1955,M,$30K - $50K,4,M,High School Degree,3/11/1993,Silver,Skilled Manual,N
2692,Judith Smith,6991 Pembroke Dr,Mexico,Hidalgo,5/1/1935,M,$50K - $70K,1,F,Bachelors Degree,2/21/1991,Silver,Management,Y
2693,Sam Silhanek,705 Temple Drive,USA,Edmonds,8/7/1914,M,$30K - $50K,4,F,High School Degree,6/21/1994,Bronze,Manual,N
2694,Marcella Barnes,5363 Willow Pass Dr,USA,National City,4/26/1950,S,$70K - $90K,2,F,Bachelors Degree,2/5/1991,Silver,Management,N
2695,Shelley Melville,1986 St. Andrews Way,USA,Lebanon,9/19/1919,M,$10K - $30K,3,F,Partial High School,3/1/1994,Normal,Manual,Y
2696,Susan Schulze,9555 Mt. Whitney Way,USA,Santa Cruz,9/13/1979,M,$50K - $70K,1,F,Bachelors Degree,4/11/1991,Silver,Management,Y
2697,Helen Albo,6431 Stanford St,Mexico,Orizaba,3/19/1931,M,$30K - $50K,1,M,Bachelors Degree,2/13/1993,Bronze,Professional,Y
2698,Theresa Noffsinger,4255 Detroit Ave,USA,Kirkland,8/7/1972,M,$30K - $50K,2,M,Partial High School,11/17/1992,Bronze,Skilled Manual,N
2699,Rosalie Anderson,4041 Jennifer Way,USA,Lincoln Acres,7/12/1976,M,$30K - $50K,3,F,High School Degree,2/21/1992,Bronze,Skilled Manual,Y
2700,Morris Caffano,2119 Little Dr,USA,Lemon Grove,10/24/1966,S,$30K - $50K,4,F,High School Degree,5/3/1991,Bronze,Skilled Manual,N
2701,Charles Flick,4192 East 39th Street,Mexico,Mexico City,6/2/1960,M,$30K - $50K,2,M,Partial High School,5/23/1994,Bronze,Skilled Manual,Y
2702,Marie Richards,2523 Northridge Drive,USA,Lynnwood,4/11/1931,M,$30K - $50K,5,M,High School Degree,5/6/1991,Bronze,Manual,Y
2703,Luisa Dehaas,5473 Sinaloa,USA,Lakewood,5/14/1928,S,$30K - $50K,2,M,High School Degree,6/6/1991,Bronze,Manual,Y
2704,Joyce Moore,6715 North Park Court,Canada,Haney,5/12/1940,S,$30K - $50K,1,F,High School Degree,10/15/1993,Bronze,Manual,N
2705,Eric Soto,9919 MacArthur Avenue,USA,Coronado,3/16/1978,M,$130K - $150K,1,F,Graduate Degree,5/9/1992,Bronze,Professional,Y
2706,Mike Cole,1415 Edwards Ave,USA,Coronado,4/24/1959,M,$70K - $90K,4,F,Partial High School,2/25/1992,Bronze,Professional,Y
2707,Monte Hanavan,4873 St Francis St,Canada,Langford,3/5/1935,S,$70K - $90K,4,F,Bachelors Degree,7/19/1992,Bronze,Management,Y
2708,Jose Manchester,9278 San Francisco,Mexico,Tixapan,5/21/1947,M,$30K - $50K,5,F,High School Degree,2/27/1993,Silver,Manual,Y
2709,Gretel Whitehead,5647 Larch Ct,USA,Torrance,5/25/1957,S,$30K - $50K,4,F,High School Degree,3/23/1992,Bronze,Skilled Manual,N
2710,Leonard Childs,306 Spring Hill Drive,USA,Woodland Hills,8/14/1955,S,$50K - $70K,2,F,High School Degree,6/5/1991,Bronze,Manual,Y
2711,Beverly Wiegner,6928 Jason Ct,USA,Marysville,2/15/1968,M,$130K - $150K,1,M,High School Degree,4/26/1991,Bronze,Management,Y
2712,Bob Tompkins,1842 Kelly,USA,Arcadia,9/19/1913,M,$10K - $30K,4,M,Partial High School,12/6/1990,Normal,Skilled Manual,N
2713,Harold Marinello,1374 Queens Road,USA,Fremont,10/22/1966,M,$30K - $50K,1,M,High School Degree,6/5/1990,Bronze,Skilled Manual,Y
2714,Alma Adams,6541 Bonita Ave,Canada,Langford,4/18/1911,S,$50K - $70K,3,M,Bachelors Degree,7/18/1992,Bronze,Professional,N
2715,David Ortiz,6328 Eola,USA,Issaquah,3/14/1961,S,$10K - $30K,3,F,Partial High School,6/19/1993,Normal,Manual,Y
2716,Sheila King,4405 Grant Street,USA,Salem,5/7/1925,M,$30K - $50K,4,F,High School Degree,4/11/1990,Bronze,Manual,Y
2717,Nancy Moyer,4446 Walnut Lane,USA,Palo Alto,9/9/1951,S,$70K - $90K,5,M,Partial College,4/12/1991,Bronze,Professional,N
2718,Laura Gutierrez,5433 Park Glenn,Canada,Victoria,7/26/1966,M,$50K - $70K,1,M,Bachelors Degree,11/19/1990,Normal,Professional,N
2719,Sue Hyland,8383 Toyon Dr,Mexico,Tlaxiaco,4/27/1925,S,$10K - $30K,2,F,Partial High School,9/17/1992,Normal,Skilled Manual,Y
2720,Robert Rusciano,6969 Eaker Way,USA,Oakland,11/22/1969,M,$30K - $50K,4,M,Partial College,10/23/1992,Golden,Manual,N
2721,Baljeet Leyendecker,174 Cedar Point Loop,Canada,Richmond,6/23/1969,S,$30K - $50K,4,M,Partial High School,4/26/1993,Bronze,Manual,N
2722,Mariann Garcia,1669 Warwick Dr,USA,West Covina,7/13/1924,S,$110K - $130K,1,M,Bachelors Degree,6/27/1991,Bronze,Professional,Y
2723,Colleen Waclawczyk,7783 Limewood Pl,USA,Bremerton,2/18/1932,M,$70K - $90K,2,F,High School Degree,4/5/1994,Normal,Management,Y
2724,Catherine Abahamdeh,9532 Clayton Rd,USA,Lincoln Acres,12/4/1976,S,$50K - $70K,2,M,Bachelors Degree,7/10/1992,Bronze,Management,N
2725,Carolyne Nelson,5901 Buckthorn Court,USA,Beaverton,8/17/1944,S,$30K - $50K,2,F,Partial College,10/2/1993,Bronze,Skilled Manual,N
2726,Brian Alumbaugh,561 Lewis Way,Canada,Sooke,10/14/1916,M,$70K - $90K,3,M,Partial High School,1/19/1994,Golden,Professional,N
2727,David Ferguson,7182 Benedict Ct,USA,Imperial Beach,11/13/1961,S,$50K - $70K,1,F,Partial College,6/9/1992,Bronze,Skilled Manual,N
2728,Fred Zimmerman,2096 Blackwood Drive,Canada,Richmond,10/26/1940,M,$150K +,3,F,High School Degree,3/25/1993,Golden,Professional,N
2729,Harold Trujillo,1629 Green View Court,USA,Burien,8/26/1955,M,$50K - $70K,4,F,Bachelors Degree,5/21/1991,Bronze,Professional,Y
2730,Helen Wright,3354 Carpetta Circle,Canada,Vancouver,9/19/1932,S,$50K - $70K,5,M,Partial High School,3/5/1991,Bronze,Manual,N
2731,Thomas Okane,3140 Gingham Way,USA,West Covina,8/23/1956,S,$30K - $50K,3,M,High School Degree,6/19/1993,Bronze,Manual,Y
2732,Nettie Guagliardo,8561 Hilltop Road,USA,Bellingham,7/13/1952,S,$10K - $30K,2,F,Partial High School,5/7/1993,Normal,Manual,Y
2733,Tom Donathan,1258 Yeoman Dr,Canada,Ladner,7/13/1940,M,$30K - $50K,1,M,Partial High School,1/5/1992,Bronze,Skilled Manual,Y
2734,Philip Sanders,9589 Rae Anne Dr,USA,Pomona,5/15/1914,S,$130K - $150K,3,M,Partial High School,7/9/1991,Silver,Management,Y
2735,Tom Anaya,2540 Waterview Place,USA,Chula Vista,2/24/1917,S,$130K - $150K,3,M,Partial High School,3/15/1992,Bronze,Professional,Y
2736,Kathleen Sgambati,3781 Fox Way,USA,Altadena,6/17/1924,M,$10K - $30K,5,F,Partial High School,12/18/1993,Normal,Manual,Y
2737,Dewey Sponburg,6985 Countrywood Ct,USA,Renton,8/15/1956,M,$50K - $70K,3,F,Bachelors Degree,2/18/1992,Bronze,Professional,Y
2738,Donna Applegate,8480 Zartop Street,USA,Renton,6/2/1943,M,$30K - $50K,3,F,High School Degree,4/27/1993,Golden,Manual,Y
2739,Tina Baca,1939 Meadow Glen Way,USA,West Covina,12/15/1925,M,$110K - $130K,3,F,Partial High School,7/19/1992,Golden,Management,N
2740,Evelyn Wilson,6344 Dartmouth Way,USA,Portland,7/26/1930,S,$50K - $70K,1,M,Bachelors Degree,9/5/1993,Silver,Management,N
2741,Craig Kline,2713 Chinquapin Court,USA,Sedro Woolley,3/8/1947,S,$70K - $90K,3,M,Bachelors Degree,5/7/1993,Bronze,Professional,N
2742,Marilyn Lazo,4716 Mayhew Way,USA,Olympia,10/18/1939,M,$30K - $50K,3,M,Partial High School,2/11/1991,Normal,Manual,Y
2743,Aaron Quintan,3995 C Mt. Hood Circle,Mexico,San Andres,2/12/1940,S,$30K - $50K,4,F,Partial College,6/10/1992,Bronze,Clerical,N
2744,Kimbra Fowler,8908 The Trees Drive,USA,Mill Valley,3/24/1957,M,$50K - $70K,3,F,Bachelors Degree,5/20/1991,Golden,Professional,N
2745,Ralph Jones,5784 Holiday Hill Dr,USA,Issaquah,12/5/1946,S,$30K - $50K,3,M,Partial College,4/13/1991,Bronze,Professional,Y
2746,Wilda Quisenberry,3608 Sinclair Avenue,USA,Pomona,9/23/1955,S,$130K - $150K,2,M,Partial High School,9/21/1992,Silver,Management,Y
2747,Deborah Hoffman,3394 Rock Island Drive,USA,Coronado,5/24/1941,S,$70K - $90K,4,M,High School Degree,12/17/1993,Golden,Professional,Y
2748,George Leonard,1472 Shadow Creek Drive,USA,Lincoln Acres,11/12/1969,S,$50K - $70K,3,M,Bachelors Degree,7/2/1991,Bronze,Professional,Y
2749,Phyllis Sage,1512 Orangewood Ave.,Mexico,Tixapan,10/19/1931,S,$70K - $90K,1,F,Graduate Degree,11/24/1991,Normal,Professional,N
2750,Elizabeth Heil,2499 Greendell Pl,USA,Renton,6/7/1946,M,$10K - $30K,0,F,Partial High School,3/10/1991,Normal,Manual,Y
2751,Jack Fuller,2794 N. Civic Drive,USA,Glendale,10/13/1910,M,$30K - $50K,3,F,Partial College,7/13/1993,Bronze,Clerical,Y
2752,Dorothy Conway,4035 Red Maple Ct,Canada,Richmond,2/26/1953,S,$130K - $150K,3,F,Partial High School,1/13/1992,Bronze,Professional,Y
2753,Kelley Sizemore,7239 Nicholas Drive,Canada,Victoria,11/22/1947,S,$10K - $30K,4,M,Partial High School,9/23/1993,Normal,Manual,N
2754,Graciela Konig,8734 Oxford Place,Canada,Vancouver,9/17/1978,S,$30K - $50K,5,F,Bachelors Degree,10/14/1992,Silver,Professional,Y
2755,Amanda Tucker,4849 C Olivera Rd,Canada,Royal Oak,8/16/1980,S,$70K - $90K,3,M,Bachelors Degree,10/3/1993,Bronze,Professional,Y
2756,Larry Weeks,6598 Oak Street,USA,Bremerton,3/8/1959,M,$30K - $50K,1,F,Partial College,9/13/1992,Bronze,Management,N
2757,Tim Kendrick,2967 St. George Dr,USA,Glendale,6/14/1938,M,$70K - $90K,5,M,Graduate Degree,1/12/1993,Golden,Professional,Y
2758,Hansraji Topliss,906 Cloudview Dr,USA,Newport Beach,2/6/1974,M,$10K - $30K,4,M,Partial High School,8/24/1990,Normal,Manual,Y
2759,Robert Silber,7527 Brook Way,USA,Sedro Woolley,10/10/1955,M,$30K - $50K,4,M,Partial College,9/20/1993,Silver,Professional,N
2760,William Sparks,2441 Talbart St.,USA,Long Beach,7/20/1934,S,$50K - $70K,4,M,Bachelors Degree,10/3/1994,Silver,Management,N
2761,Eric Eason,1974 Heritage Oaks,USA,Colma,4/11/1948,M,$30K - $50K,2,F,Partial College,8/5/1992,Normal,Manual,Y
2762,Lawrence Roskey,7141 Shannondale Drive,USA,Albany,9/26/1919,S,$70K - $90K,2,M,Bachelors Degree,1/24/1990,Bronze,Professional,N
2763,Wilfred Lutes,6927 Ricardo Drive,USA,Seattle,4/8/1949,M,$50K - $70K,4,F,Bachelors Degree,12/16/1993,Golden,Management,Y
2764,Gery Scott,5004 Santa Rita Dr,USA,Issaquah,6/20/1939,S,$70K - $90K,5,F,Bachelors Degree,3/26/1993,Bronze,Professional,N
2765,Bruce Wood,7700 Oak Rd,USA,San Jose,3/25/1933,M,$30K - $50K,2,F,High School Degree,7/2/1991,Bronze,Manual,Y
2766,Vonetta Bachicha,6032 Bella Avenue,Mexico,Guadalajara,9/20/1922,M,$10K - $30K,0,M,Partial High School,6/12/1993,Normal,Skilled Manual,Y
2767,Jimmy King,8982 Mt. Etna,USA,Lake Oswego,10/23/1919,S,$10K - $30K,2,M,Partial High School,4/2/1992,Normal,Manual,Y
2768,Deborah Conti,7568 Prestwick Court,USA,Richmond,7/11/1919,S,$30K - $50K,1,F,High School Degree,11/21/1991,Bronze,Manual,N
2769,Kimberlee Demott,773 Mt. Wilson Place,USA,Spokane,5/15/1957,S,$10K - $30K,1,M,Partial High School,6/16/1994,Normal,Skilled Manual,Y
2770,Heather Bowles,2268 Cobblestone Ct,USA,Downey,9/7/1950,S,$30K - $50K,5,F,High School Degree,12/20/1994,Bronze,Skilled Manual,N
2771,Barbara Duncan,8382 Cinnabar St,USA,Renton,5/6/1954,M,$30K - $50K,2,M,Partial College,10/27/1991,Normal,Skilled Manual,Y
2772,Jens Braun,132 North Park Court,USA,San Diego,7/22/1966,M,$50K - $70K,3,F,Bachelors Degree,8/19/1992,Bronze,Professional,Y
2773,Frank Cobb,6500 Soto Street,USA,Milwaukie,7/26/1976,S,$90K - $110K,2,M,Bachelors Degree,9/15/1992,Silver,Professional,N
2774,Mitch Milne,1160 Via Del Sol,Canada,Oak Bay,10/14/1974,S,$30K - $50K,5,M,Partial College,12/24/1990,Silver,Clerical,N
2775,Roger Tallant,7781 Santa Barbara Rd,USA,Lemon Grove,4/16/1917,M,$70K - $90K,4,F,Bachelors Degree,10/18/1991,Golden,Professional,Y
2776,Michael Wood,5351 Maryland Drive,USA,Walla Walla,11/7/1940,M,$90K - $110K,1,F,Graduate Degree,7/25/1994,Golden,Professional,Y
2777,Peter Makinano,2228 Ashford Court,USA,Lebanon,2/10/1923,S,$70K - $90K,4,F,Bachelors Degree,1/24/1994,Normal,Professional,N
2778,Ben McRae,51 Lacassie Ave,USA,Los Angeles,7/6/1938,M,$30K - $50K,1,F,High School Degree,2/10/1991,Silver,Skilled Manual,N
2779,Mark Wintermantel,9836 Hanson Lane,USA,Downey,9/13/1930,M,$30K - $50K,1,F,Partial High School,9/27/1992,Bronze,Manual,Y
2780,Erryn Shellberg,7914 Kelly,Canada,Langford,2/3/1968,S,$50K - $70K,2,F,Bachelors Degree,3/5/1993,Silver,Professional,N
2781,Michael Cesena,7954 Alhambra Avenue,USA,Lemon Grove,6/5/1925,M,$10K - $30K,3,F,Partial High School,11/21/1993,Normal,Manual,N
2782,Maxine Alexander,6286 Ronda Ct,USA,Torrance,9/24/1945,M,$70K - $90K,0,F,Graduate Degree,10/13/1993,Bronze,Management,N
2783,James Vaught,9236 Woodland Drive,USA,Mill Valley,6/25/1974,S,$30K - $50K,1,F,Partial College,4/2/1992,Silver,Manual,N
2784,Robin Barnette,478 Grant St,USA,Burien,2/20/1948,M,$70K - $90K,3,F,Bachelors Degree,8/19/1993,Golden,Professional,Y
2785,Richard Winter,3682 Diablo View Road,Canada,Port Hammond,8/21/1948,M,$30K - $50K,3,M,High School Degree,10/10/1993,Bronze,Manual,Y
2786,Lola Myers,5178 Elm Road,Canada,Port Hammond,9/11/1973,M,$30K - $50K,2,M,Bachelors Degree,9/3/1993,Bronze,Management,Y
2787,Betty Thompson,2538 Stafford Ave,USA,Tacoma,4/19/1951,M,$30K - $50K,3,F,High School Degree,5/24/1991,Golden,Manual,Y
2788,Chester Swanson,6943 Patterson Blvd.,USA,Beverly Hills,3/5/1925,S,$130K - $150K,3,F,Partial College,11/13/1994,Bronze,Management,Y
2789,Patricia Joyce,3312 Tanager Court,Canada,Metchosin,2/16/1979,S,$130K - $150K,1,F,Bachelors Degree,7/7/1991,Bronze,Professional,Y
2790,Jean Myles,5315 Wildewood Dr,Mexico,Mexico City,2/2/1939,M,$30K - $50K,2,M,High School Degree,7/13/1991,Bronze,Skilled Manual,Y
2791,Thomas Medina,4594 Springer Court,USA,Portland,3/1/1914,M,$70K - $90K,5,F,Bachelors Degree,4/15/1990,Bronze,Management,Y
2792,Daniel Salka,9507 Mountaire Drive,USA,Redmond,7/17/1969,S,$70K - $90K,0,M,Bachelors Degree,9/20/1991,Bronze,Professional,Y
2793,Elizabeth Mason,9039 Blocking Ct.,USA,Grossmont,8/28/1926,S,$30K - $50K,3,M,Partial College,11/16/1993,Bronze,Manual,N
2794,Danielle Jones,4207 Madrid Lane,USA,Lakewood,6/10/1962,S,$30K - $50K,4,M,Partial College,9/26/1992,Normal,Management,Y
2795,Nattie England,3993 Jalalon Place,USA,Los Angeles,5/14/1915,M,$10K - $30K,3,M,Partial High School,7/14/1993,Normal,Skilled Manual,Y
2796,Dorothy Warren,2071 Lindell Dr,Canada,Vancouver,4/5/1911,M,$50K - $70K,3,F,Bachelors Degree,5/2/1993,Bronze,Professional,N
2797,Ruth Morrow,2111 Balhan Dr,Canada,Cliffside,12/22/1931,S,$30K - $50K,2,M,Partial College,1/27/1991,Bronze,Skilled Manual,N
2798,Tiffany Pacheco,3098 Seabourne Ct,USA,Oregon City,11/12/1913,M,$30K - $50K,3,M,High School Degree,5/4/1993,Bronze,Manual,Y
2799,Gladys Powell,3393 Alpha Way,USA,Santa Monica,5/10/1974,S,$90K - $110K,2,F,Partial College,10/26/1992,Bronze,Management,Y
2800,Nicole Albrecht,4634 Hilltop Rd,USA,Torrance,9/2/1911,M,$30K - $50K,4,F,High School Degree,10/13/1990,Silver,Manual,Y
2801,Kay Burch,7838 Euclid Ave.,USA,San Francisco,11/28/1943,S,$30K - $50K,3,M,Partial College,6/21/1990,Bronze,Professional,N
2802,Ritchie Trimble,9333 Georgia Street,Mexico,Santa Fe,12/25/1942,M,$30K - $50K,5,F,Partial High School,7/4/1991,Golden,Manual,Y
2803,Elise Mercer,5448 Nulty Drive,Canada,Newton,3/28/1912,M,$10K - $30K,0,F,Partial High School,11/22/1990,Normal,Skilled Manual,N
2804,Sean Hadlock,7197 Fox Way,Canada,Royal Oak,10/11/1917,M,$30K - $50K,3,F,Partial High School,2/8/1991,Bronze,Skilled Manual,Y
2805,Ernest Kiser,3566 Matterhorn Ct,USA,Bellingham,6/20/1934,S,$110K - $130K,5,M,Bachelors Degree,6/27/1990,Bronze,Professional,Y
2806,Edward Stemple,8225 Northridge Road,USA,Edmonds,2/3/1926,S,$10K - $30K,5,M,Partial High School,5/14/1993,Normal,Manual,N
2807,Glennita Vezina,4848 Lighthouse Way,Canada,Metchosin,2/11/1945,M,$30K - $50K,1,F,Partial College,10/13/1990,Bronze,Management,N
2808,Bonnie Pearl,9761 Darnett Circle,USA,Lebanon,6/7/1974,M,$30K - $50K,1,M,High School Degree,3/26/1993,Bronze,Manual,Y
2809,Andrew Bell,9293 Liscome Way,USA,Lakewood,12/7/1921,M,$90K - $110K,1,F,High School Degree,1/19/1993,Bronze,Professional,N
2810,Jeannie Diehl,4461 Centennial Way,Canada,Newton,9/25/1930,M,$30K - $50K,1,M,High School Degree,7/2/1992,Bronze,Skilled Manual,N
2811,Paulette Pantell,4247 Bellows Ct,USA,Novato,5/26/1916,S,$90K - $110K,3,F,High School Degree,9/25/1993,Normal,Management,Y
2812,Sarah Burriss,2325 Candywood Ct,USA,Redwood City,11/14/1944,S,$30K - $50K,1,M,High School Degree,4/10/1991,Bronze,Manual,Y
2813,Brenda Zagar,5021 Rio Grande Drive,USA,Kirkland,10/21/1976,M,$10K - $30K,5,F,Partial High School,8/5/1991,Normal,Manual,Y
2814,Teresa Bradshaw,3352 Kingswood Circle,Mexico,Acapulco,6/8/1921,S,$30K - $50K,4,M,High School Degree,11/18/1991,Bronze,Manual,Y
2815,Kenneth Monninger,828 Pinewood Court,USA,Walla Walla,10/14/1955,M,$110K - $130K,2,F,High School Degree,2/10/1993,Bronze,Professional,Y
2816,Steven McDonnell,9413 Maria Vega Court,Mexico,Tlaxiaco,11/4/1924,M,$110K - $130K,2,M,Partial High School,10/22/1993,Bronze,Management,Y
2817,Rose Harshell,5274 Holbrook Dr,USA,Glendale,1/11/1930,S,$70K - $90K,4,F,Bachelors Degree,8/19/1994,Bronze,Professional,Y
2818,Bethe Habern,6769 Kingswood Circle,USA,Burbank,7/22/1949,S,$130K - $150K,2,M,Graduate Degree,6/26/1992,Bronze,Professional,N
2819,Gary Leske,228 Rock Creek Way,USA,Santa Cruz,9/5/1963,S,$30K - $50K,5,M,High School Degree,3/6/1991,Golden,Skilled Manual,Y
2820,Debbie Marinelli,4633 Jefferson Street,USA,Los Angeles,11/13/1930,M,$110K - $130K,2,F,High School Degree,1/16/1994,Bronze,Professional,Y
2821,Richard Aparisio,8345 Orangewood Ave.,USA,West Covina,4/19/1979,M,$90K - $110K,1,F,Partial High School,5/16/1991,Bronze,Professional,N
2822,April Gleason,3005 Roan Lane,Canada,Langley,10/24/1937,M,$70K - $90K,1,M,Bachelors Degree,12/27/1992,Bronze,Professional,Y
2823,Paige Butler,9627 N. Civic Drive,USA,San Diego,7/28/1918,M,$130K - $150K,1,F,Graduate Degree,2/24/1991,Bronze,Professional,Y
2824,Fred Smith,7196 Glen Wood Drive,USA,Edmonds,7/22/1979,M,$30K - $50K,0,F,High School Degree,2/6/1992,Bronze,Manual,N
2825,Kenneth Whittington,4073 Niagara Court,USA,Beaverton,9/16/1918,M,$10K - $30K,4,F,Partial High School,8/24/1993,Normal,Skilled Manual,Y
2826,Pasquale Goldstein,1896 Adelaide Street,Mexico,San Andres,6/15/1971,S,$10K - $30K,2,M,Partial High School,2/13/1993,Normal,Skilled Manual,Y
2827,Elizabeth Dickerson,1683 Colfax Street,USA,Burbank,9/14/1919,S,$50K - $70K,3,F,Bachelors Degree,2/6/1992,Bronze,Management,N
2828,Hinda Phiel,9759 Dover Way,USA,Bellflower,12/26/1979,M,$30K - $50K,0,F,High School Degree,1/4/1991,Bronze,Skilled Manual,Y
2829,Marina Erwin,9800 St. George Dr,USA,Yakima,2/28/1967,S,$30K - $50K,1,F,Partial High School,4/8/1994,Bronze,Skilled Manual,Y
2830,Rebecca Ujdur,8131 Mission Drive,USA,Glendale,9/23/1956,S,$10K - $30K,4,M,Partial High School,4/18/1991,Normal,Skilled Manual,N
2831,Leman Booms,1082 Selena Court,USA,Richmond,10/27/1953,M,$50K - $70K,0,F,Bachelors Degree,2/7/1991,Silver,Management,Y
2832,Joe Conroy,2324 Cherry Street,USA,Lebanon,6/14/1953,S,$10K - $30K,4,M,Partial High School,6/16/1993,Normal,Manual,N
2833,Stephanie Wood,5528 Balhan Court,Canada,Newton,4/18/1921,S,$30K - $50K,0,F,High School Degree,4/21/1992,Bronze,Manual,N
2834,George Blanchard,7023 Stallion Way,Canada,Newton,9/10/1914,M,$70K - $90K,3,M,Bachelors Degree,10/26/1992,Bronze,Management,Y
2835,Cheryl Martin,482 Hedaro Court,USA,Everett,4/19/1940,M,$70K - $90K,1,F,Bachelors Degree,9/22/1992,Bronze,Management,Y
2836,Khristy Richardson,4887 Benthill Ct,USA,San Carlos,6/8/1951,M,$10K - $30K,2,F,Partial High School,4/3/1993,Normal,Skilled Manual,N
2837,Helen Sorenson,1256 American Beauty Dr,Canada,Langford,6/12/1962,S,$10K - $30K,1,M,Partial High School,4/27/1992,Normal,Manual,N
2838,John Wieser,5914 Hazel Drive,Mexico,Tixapan,1/12/1972,S,$50K - $70K,1,M,Bachelors Degree,1/16/1992,Bronze,Professional,N
2839,Ariel Netz,2537 I St.,USA,Redmond,6/13/1915,S,$30K - $50K,0,M,High School Degree,2/21/1993,Bronze,Manual,Y
2840,Margaret Hill,7450 Olivera Rd,Canada,Newton,2/4/1938,S,$130K - $150K,2,M,Bachelors Degree,10/1/1992,Bronze,Professional,Y
2841,Wayne Bucker,6982 Duck Horn Court,Canada,Haney,4/7/1921,S,$70K - $90K,0,M,Bachelors Degree,5/27/1992,Bronze,Professional,N
2842,James Ure,2150 Pershing Dr,USA,Burbank,6/19/1924,M,$10K - $30K,3,F,Partial High School,3/2/1992,Normal,Skilled Manual,N
2843,Stella Luna,1937 Sycamore Drive,USA,Anacortes,8/26/1916,M,$70K - $90K,3,M,Graduate Degree,2/3/1994,Bronze,Professional,N
2844,Kay Jones,1261 Viking Drive,USA,Everett,10/19/1950,M,$150K +,2,F,High School Degree,12/10/1991,Golden,Professional,Y
2845,Lela Ard,1301 Northstar Drive,Canada,Oak Bay,3/21/1976,S,$10K - $30K,3,F,Partial High School,12/11/1992,Bronze,Manual,Y
2846,Adrian Torrez,2288 Gingham Way,USA,Milwaukie,3/3/1915,M,$50K - $70K,1,F,Bachelors Degree,8/18/1991,Bronze,Professional,Y
2847,Betty Aragon,5238 Mountaire Parkway,USA,Concord,3/14/1956,M,$90K - $110K,0,F,Bachelors Degree,5/17/1992,Silver,Management,Y
2848,Todd Sweet,3824 Whitehaven Dr,USA,Glendale,7/26/1918,S,$10K - $30K,4,F,Partial High School,9/6/1993,Normal,Manual,N
2849,Linda Herrera,7028 Stonedale,Mexico,San Andres,8/25/1978,M,$30K - $50K,3,F,High School Degree,11/25/1993,Golden,Manual,Y
2850,Zelah Burror,8523 OFarrell Dr,USA,Port Orchard,9/14/1933,S,$10K - $30K,4,M,Partial High School,5/11/1992,Normal,Skilled Manual,N
2851,Joseph Bagley,4638 Chestnut Ave,Canada,Burnaby,4/19/1941,S,$10K - $30K,1,M,Partial High School,12/5/1994,Normal,Skilled Manual,Y
2852,Elise Arazia,6387 Tanager Road,Mexico,Merida,6/17/1927,M,$30K - $50K,0,M,High School Degree,4/10/1992,Golden,Skilled Manual,Y
